740	1778.1351
740.05078	1836.6219
740.10162	2118.8816
740.1524	1829
740.20325	1832.6207
740.25403	1854.4448
740.30481	1800.0673
740.35565	1742.0477
740.40643	1770.8313
740.45721	1821.6945
740.50806	1675.4939
740.55884	1664.1052
740.60968	1812.5815
740.66046	2187.2388
740.71124	1744.6917
740.76208	1665.4626
740.81287	1926.6461
740.86365	1666.1787
740.91449	1705.2693
740.96527	1805.6266
741.01611	1845.4908
741.06689	1660.0931
741.11768	1708.9266
741.16852	1694.3251
741.2193	1726.1968
741.27008	1741.2775
741.32092	1922.2246
741.3717	1947.7843
741.42255	1732.1042
741.47333	1736.1398
741.52411	1661.2953
741.57495	1664.8553
741.62573	2046.8806
741.67657	1791.6271
741.72736	1634.7657
741.77814	1577.6392
741.82898	1612.7316
741.87976	1623.0422
741.93054	1602.2671
741.98138	1627.2714
742.03217	1548.2574
742.08301	1526.0386
742.13379	1589.6121
742.18457	1583.1349
742.23541	1683.3314
742.28619	1680.6494
742.33698	1598.0223
742.38782	1583.46
742.4386	1584.8137
742.48944	1596.5154
742.54022	1557.3839
742.591	1546.8522
742.64185	1552.4261
742.69263	1587.6234
742.74341	1606.8097
742.79425	1574.1339
742.84503	1583.7305
742.89587	1762.6648
742.94666	1922.309
742.99744	1831.0232
743.04828	2074.5505
743.09906	1522.5184
743.1499	1475.4006
743.20068	1421.8871
743.25146	1457.9165
743.30231	1601.6665
743.35309	1843.9604
743.40387	1453.5039
743.45471	1532.2477
743.50549	1477.6453
743.55634	1540.6083
743.60712	2020.7305
743.6579	1546.9023
743.70874	1520.3833
743.75952	1541.7384
743.8103	1581.8668
743.86115	1502.5475
743.91193	1417.7838
743.96277	1433.7158
744.01355	1498.5828
744.06433	1375.0865
744.11517	1465.2878
744.16595	1573.9878
744.21674	1385.3823
744.26758	1360.2844
744.31836	1465.5543
744.3692	1485.6414
744.41998	1457.0099
744.47076	1881.2428
744.52161	1454.6621
744.57239	1457.4128
744.62323	1468.4277
744.67401	1521.3657
744.72479	1503.8141
744.77563	2089.5806
744.82642	1604.6672
744.8772	1413.9333
744.92804	1635.2511
744.97882	1534.7922
745.02966	1431.8413
745.08044	1382.1023
745.13123	1430.6252
745.18207	1429.3126
745.23285	1464.821
745.28363	1510.8519
745.33447	1471.9432
745.38525	1484.1309
745.4361	1466.3329
745.48688	1577.8281
745.53766	1506.4546
745.5885	1502.1276
745.63928	1433.1548
745.69006	1442.0223
745.74091	1500.1652
745.79169	1412.6002
745.84253	1456.125
745.89331	2017.2634
745.94409	1834.0844
745.99493	1440.9268
746.04572	1519.4191
746.09656	1589.1685
746.14734	1462.7227
746.19812	1342.7803
746.24896	1316.2155
746.29974	1341.4902
746.35052	1692.0687
746.40137	1678.3119
746.45215	1502.5863
746.50299	1575.5132
746.55377	1488.3129
746.60455	1416.2461
746.6554	1333.292
746.70618	1415.4866
746.75696	1722.0948
746.8078	1878.4064
746.85858	1476.7145
746.90942	1421.8372
746.96021	1481.4265
747.01099	1424.2534
747.06183	1466.9844
747.11261	1377.2715
747.16339	1423.701
747.21423	1496.0531
747.26501	1549.1456
747.31586	1397.9937
747.36664	1523.0342
747.41742	1477.8503
747.46826	1324.1735
747.51904	1343.028
747.56989	1453.4716
747.62067	1354.417
747.67145	1324.917
747.72229	1362.8523
747.77307	1350.2308
