560	51.371311
560.05194	47.767395
560.10388	49.257862
560.15576	47.734386
560.2077	49.345375
560.25964	47.513824
560.31158	43.753376
560.36353	51.019569
560.41541	45.937649
560.46735	50.934551
560.51929	42.75037
560.57123	46.816368
560.62317	43.076523
560.67505	45.05901
560.72699	47.031219
560.77893	48.510826
560.83087	48.97802
560.88281	44.021061
560.93469	48.445778
560.98663	51.927525
561.03857	48.117882
561.09052	47.523811
561.14246	38.446598
561.19434	49.344299
561.24628	46.72625
561.29822	48.820118
561.35016	45.319118
561.4021	47.28334
561.45398	50.213276
561.50592	48.262806
561.55786	49.334
561.6098	51.26231
561.66174	52.374981
561.71362	45.179295
561.76556	48.698837
561.8175	48.659893
561.86945	48.504883
561.92139	46.848007
561.97327	46.090939
562.02521	47.222069
562.07715	45.492134
562.12909	48.9785
562.18103	50
562.23291	51.949852
562.28485	45.180779
562.33679	52.529617
562.38873	54.369911
562.44067	49.902168
562.49255	50.34584
562.54449	52.097618
562.59644	50.697723
562.64838	52.139061
562.70032	53
562.7522	60.663376
562.80414	61.24514
562.85608	52.516479
562.90802	51.017036
562.95996	48.016182
563.01184	46.987167
563.06378	52.358868
563.11572	52.124889
563.16766	54.928925
563.2196	55.942642
563.27148	57.773373
563.32343	56.161621
563.37537	60.295235
563.42731	55.341862
563.47925	53.37458
563.53113	50.461456
563.58307	51.103306
563.63501	49.410725
563.68695	44.175701
563.73889	50.021976
563.79077	58.444534
563.84271	57.047409
563.89465	55.838516
563.94659	57.236019
563.99854	54.237194
564.05042	58.687695
564.10236	65.258995
564.1543	59.247028
564.20624	57.950562
564.25818	57.714561
564.31006	53.277218
564.362	57.120483
564.41394	57.405048
564.46588	58.588833
564.51782	62.637878
564.56976	59.137112
564.62164	56.260017
564.67358	60.200199
564.72552	60.374969
564.77747	60.96788
564.82941	60.194729
564.88129	63.554291
564.93323	60.354752
564.98517	57.062683
565.03711	60.534286
565.08905	59.061626
565.14093	67.37928
565.19287	60.16235
565.24481	60.974281
565.29675	63.378471
565.34869	63.231453
565.40057	57.968323
565.45251	64.989716
565.50446	67.504883
565.5564	63.497196
565.60834	54.450451
565.66022	59.244068
