535	44.776745
535.05115	41.030487
535.10236	42.010326
535.1535	43.96209
535.20465	46.866989
535.25586	49.794254
535.30701	48.187664
535.35815	43.590672
535.4093	44.713352
535.46051	46.664631
535.51166	50.228725
535.56281	45.520657
535.61401	44.757687
535.66516	50.8657
535.71631	48.750835
535.76752	51.101963
535.81866	49.706501
535.86981	48
535.92102	48.609207
535.97217	49.584557
536.02332	47.758545
536.07452	49.748825
536.12567	52.489193
536.17682	49.083683
536.22797	47.845043
536.27917	50
536.33032	47.93803
536.38147	46.937572
536.43268	48.548401
536.48383	46.67593
536.53497	48.31377
536.58618	49.867722
536.63733	49.88625
536.68848	44
536.73969	44.64674
536.79083	46.619053
536.84198	45.665119
536.89313	48.432316
536.94434	45.11673
536.99548	46.277603
537.04663	48.658691
537.09784	44.085968
537.14899	46.187897
537.20013	55.948429
537.25134	44.368713
537.30249	48.725224
537.35364	46.23745
537.40485	50.483284
537.45599	45.771305
537.50714	47.541317
537.55829	48
537.6095	47.201283
537.66064	46.226372
537.71179	46.749168
537.763	49.174919
537.81415	48.598442
537.8653	46.648403
537.9165	46.651226
537.96765	52.643307
538.0188	50.574436
538.07001	46.421352
538.12115	47.107616
538.1723	47.470905
538.22351	51.544113
538.27466	52.154339
538.32581	48
538.37695	48.43232
538.42816	46.551239
538.47931	44.533947
538.53046	46.282848
538.58167	46.003143
538.63281	46.759247
538.68396	44.857983
538.73517	47.523602
538.78632	47.811966
538.83746	44.64024
538.88867	48.324535
538.93982	52.021992
538.99097	42.558674
539.04211	45.884525
539.09332	45.730244
539.14447	52.865826
539.19562	50.828423
539.24683	47.056099
539.29797	49.982647
539.34912	45.148438
539.40033	45
539.45148	46.843849
539.50262	48.795467
539.55383	52.494148
539.60498	47.054592
539.65613	46
539.70734	50.004784
539.75848	53.330284
539.80963	50.989723
539.86078	52.913498
539.91199	54
539.96313	57.399944
540.01428	52.442059
540.06549	46.473598
540.11664	49.859261
540.16779	48.91275
540.21899	48.240734
540.27014	49.464008
540.32129	49
540.3725	48.512398
540.42365	47.536591
540.47479	46.121571
540.52594	46.245064
540.57715	49.172485
540.6283	49.53175
540.67944	47
540.73065	47.638821
540.7818	47.81913
540.83295	45.271023
540.88416	45.25951
540.9353	45.003731
540.98645	52.397346
541.03766	52.070457
541.08881	44.360973
541.13995	51.491898
541.1911	47.691505
541.24231	45.078732
541.29346	46.222435
541.3446	49.717262
541.39581	41.021664
541.44696	43.949715
541.49811	46.879856
541.54932	46.064194
541.60046	48.734833
541.65161	48.112583
541.70282	48.864231
541.75397	47.319611
541.80511	46.183998
541.85632	47.583614
541.90747	45.694477
541.95862	41.277084
542.00977	46.483505
542.06097	45.514961
