5.350000000000000000e+02,1.530190560618980555e+02
5.350516999999999825e+02,1.502784646495483969e+02
5.351033899999999903e+02,1.476593572299860568e+02
5.351551500000000487e+02,1.452589092124983949e+02
5.352068500000000313e+02,1.431575262156327426e+02
5.352585400000000391e+02,1.414132955348320309e+02
5.353102400000000216e+02,1.400590037819924021e+02
5.353619400000000041e+02,1.391020182414089845e+02
5.354136399999999867e+02,1.385269166832827068e+02
5.354653899999999567e+02,1.383003601798568241e+02
5.355170900000000529e+02,1.383773973797932797e+02
5.355687900000000354e+02,1.387082136360262439e+02
5.356204800000000432e+02,1.392443197850923582e+02
5.356721800000000258e+02,1.399433138944903590e+02
5.357238800000000083e+02,1.407716212788388646e+02
5.357756299999999783e+02,1.417049796174593723e+02
5.358273299999999608e+02,1.427268299247171797e+02
5.358790299999999434e+02,1.438251390016252174e+02
5.359307300000000396e+02,1.449884585511628075e+02
5.359824200000000474e+02,1.462021774134534269e+02
5.360341200000000299e+02,1.474459223284570726e+02
5.360858799999999746e+02,1.486929064951435748e+02
5.361375699999999824e+02,1.499117317560078391e+02
5.361892699999999650e+02,1.510707548158795532e+02
5.362409699999999475e+02,1.521446790471484007e+02
5.362926599999999553e+02,1.531225881487994798e+02
5.363443600000000515e+02,1.540162568289096328e+02
5.363961199999999963e+02,1.548673158107856125e+02
5.364478100000000040e+02,1.557517653359193446e+02
5.364995099999999866e+02,1.567804600239879846e+02
5.365512099999999691e+02,1.580945436815229925e+02
5.366029099999999517e+02,1.598553821516878486e+02
5.366546600000000353e+02,1.622292795560134948e+02
5.367063600000000179e+02,1.653680894696084067e+02
5.367580600000000004e+02,1.693876413845733282e+02
5.368097500000000082e+02,1.743465715447196089e+02
5.368614499999999907e+02,1.802285528141961493e+02
5.369131499999999733e+02,1.869309562925693342e+02
5.369648999999999432e+02,1.942625814429611637e+02
5.370166000000000395e+02,2.019522492997056133e+02
5.370683000000000220e+02,2.096688172998331083e+02
5.371200000000000045e+02,2.170516640094527645e+02
5.371716900000000123e+02,2.237490871759345907e+02
5.372233899999999949e+02,2.294605818109293409e+02
5.372751500000000533e+02,2.339778552892961159e+02
5.373268399999999474e+02,2.372189143087380785e+02
5.373785400000000436e+02,2.392497878907220468e+02
5.374302400000000262e+02,2.402895023661487244e+02
5.374819300000000339e+02,2.406957495290430415e+02
5.375336300000000165e+02,2.409311084414182744e+02
5.375853899999999612e+02,2.415123958210725448e+02
5.376370799999999690e+02,2.429483452535565107e+02
5.376887799999999515e+02,2.456729363678786910e+02
5.377404800000000478e+02,2.499829326347691278e+02
5.377921800000000303e+02,2.559882671167031845e+02
5.378438700000000381e+02,2.635827295442192053e+02
