7.000000000000000000e+02,5.074612039025827812e+02
7.000508399999999938e+02,5.053599417606331485e+02
7.001016799999999876e+02,5.035215833317101328e+02
7.001525299999999561e+02,5.021735474765729919e+02
7.002033099999999877e+02,5.014960545151640190e+02
7.002541499999999814e+02,5.016062331754949923e+02
7.003049899999999752e+02,5.025486168361496766e+02
7.003558299999999690e+02,5.042929554099619054e+02
7.004066800000000512e+02,5.067395448780036986e+02
7.004575200000000450e+02,5.097314917027862862e+02
7.005083600000000388e+02,5.130725632844745405e+02
7.005591399999999567e+02,5.165486224224973739e+02
7.006099900000000389e+02,5.199501978416800512e+02
7.006608300000000327e+02,5.230935810307728389e+02
7.007116700000000264e+02,5.258380044717924875e+02
7.007625100000000202e+02,5.280969447269286547e+02
7.008133500000000140e+02,5.298423533803210148e+02
7.008641999999999825e+02,5.311015526227105283e+02
7.009149800000000141e+02,5.319475117586332544e+02
7.009658200000000079e+02,5.324841046582824902e+02
7.010166600000000017e+02,5.328286037137788753e+02
7.010674999999999955e+02,5.330939912767339592e+02
7.011183499999999640e+02,5.333736111850092811e+02
7.011691899999999578e+02,5.337302462099272589e+02
7.012200299999999515e+02,5.341909581316488129e+02
7.012708099999999831e+02,5.347480839113815136e+02
7.013216599999999517e+02,5.353657964449884048e+02
7.013724999999999454e+02,5.359907730913795376e+02
7.014233400000000529e+02,5.365649121575618210e+02
7.014741800000000467e+02,5.370377950046645310e+02
7.015250200000000405e+02,5.373767452865463383e+02
7.015758700000000090e+02,5.375728539105233494e+02
7.016266500000000406e+02,5.376421225058277287e+02
7.016774900000000343e+02,5.376217878371559209e+02
7.017283300000000281e+02,5.375627628313806099e+02
7.017791700000000219e+02,5.375198130853933662e+02
7.018300199999999904e+02,5.375414621782693985e+02
7.018808599999999842e+02,5.376616213843855121e+02
7.019316999999999780e+02,5.378945721949941117e+02
7.019824800000000096e+02,5.382342618646094934e+02
7.020333299999999781e+02,5.386580253929573701e+02
7.020841699999999719e+02,5.391339767942801018e+02
7.021350099999999657e+02,5.396305780235836664e+02
7.021858499999999594e+02,5.401264317032097324e+02
7.022366899999999532e+02,5.406182419301485425e+02
7.022875400000000354e+02,5.411251702543268038e+02
7.023383800000000292e+02,5.416884375766135236e+02
7.023891599999999471e+02,5.423658827633828423e+02
7.024400000000000546e+02,5.432221377850080444e+02
7.024908400000000483e+02,5.443159513506969915e+02
7.025416900000000169e+02,5.456868315218919179e+02
7.025925300000000107e+02,5.473434607382766899e+02
7.026433700000000044e+02,5.492561978051261349e+02
7.026942099999999982e+02,5.513554227624864552e+02
7.027450000000000045e+02,5.535365756342970371e+02
7.027958399999999983e+02,5.556716258770867398e+02
7.028466799999999921e+02,5.576255679633114823e+02
7.028975199999999859e+02,5.592755689864563919e+02
7.029483599999999797e+02,5.605297784747409651e+02
7.029992099999999482e+02,5.613426793091273339e+02
7.030500500000000557e+02,5.617242629918416696e+02
7.031008299999999736e+02,5.617412096152162349e+02
7.031516699999999673e+02,5.615095082693187578e+02
7.032025099999999611e+02,5.611793617220572514e+02
7.032533600000000433e+02,5.609145383732275150e+02
7.033042000000000371e+02,5.608693301775881537e+02
7.033550400000000309e+02,5.611667630160754925e+02
7.034058800000000247e+02,5.618815862108240253e+02
7.034566700000000310e+02,5.630308452917481645e+02
7.035075100000000248e+02,5.645736267753400170e+02
7.035583500000000186e+02,5.664200529519363272e+02
7.036091900000000123e+02,5.684480498778071933e+02
7.036600300000000061e+02,5.705250760821394351e+02
7.037108799999999746e+02,5.725311139628722685e+02
7.037617199999999684e+02,5.743789509513301255e+02
7.038125000000000000e+02,5.760281758973634396e+02
7.038633399999999938e+02,5.774903400840352106e+02
7.039141799999999876e+02,5.788242280826092383e+02
7.039650299999999561e+02,5.801219122690235963e+02
7.040158699999999499e+02,5.814879371340631451e+02
7.040667099999999436e+02,5.830153019903286804e+02
7.041175500000000511e+02,5.847626353033994064e+02
7.041683299999999690e+02,5.867369245241023918e+02
7.042191800000000512e+02,5.888853515467320676e+02
7.042700200000000450e+02,5.910982943469890643e+02
7.043208600000000388e+02,5.932236256358881974e+02
